geneName,logFC,AveExpr,t,P.Value,adj.P.Val,B,group,FC.group
ENSG00000078369,8.580277126722157,8.571137291686467,272.43162846646027,1.1596548339534606e-72,3.9040773495790395e-69,142.41403886304346,(Intercept),up
ENSG00000071127,9.391465684031038,9.412411720372603,270.5900609220085,1.5627501346421256e-72,3.9040773495790395e-69,142.26736059861534,(Intercept),up
ENSG00000084234,10.092750443625146,9.984893321635907,270.04895554223987,1.7065761399879236e-72,3.9040773495790395e-69,142.22387540012613,(Intercept),up
ENSG00000180353,8.857437444471472,8.927253621997613,266.836599564735,2.8887374022050827e-72,4.956351197833371e-69,141.96203622712332,(Intercept),up
ENSG00000159322,8.521179334256438,8.469911700094599,265.23573186291867,3.7639999460229023e-72,5.166466325911036e-69,141.82915615755235,(Intercept),up
ENSG00000142657,9.129382950173667,9.17622786938452,261.48258253362167,7.044716440936386e-72,8.057981489024402e-69,141.51121324210612,(Intercept),up
ENSG00000012779,10.195878666296391,10.054851603219275,260.23985764782293,8.686770286200096e-72,8.516757782027324e-69,141.40391432910945,(Intercept),up
ENSG00000118705,9.027735750985917,9.040917215709905,251.15166249953532,4.147725586378269e-71,3.5582300874142573e-68,140.5872139083621,(Intercept),up
ENSG00000101347,9.789555811595523,9.704646862222948,250.44625792388442,4.6938650609222425e-71,3.5793328792343722e-68,140.52138301902883,(Intercept),up
ENSG00000114573,8.634412756639538,8.669076002229247,247.62475802585482,7.72548098926239e-71,5.301997602930778e-68,140.25440919562527,(Intercept),up
ENSG00000079246,8.372898222624627,8.40955467026618,245.2152545984904,1.1876283292873029e-70,7.136393055592352e-68,140.02169068948706,(Intercept),up
ENSG00000100664,8.660717716590751,8.638199605571748,244.93981283334134,1.247802953039607e-70,7.136393055592352e-68,139.99480506241363,(Intercept),up
ENSG00000152291,9.732274998473379,9.629390187875865,236.80363311781247,5.512173218503081e-70,2.9100034460451267e-67,139.17354516669204,(Intercept),up
ENSG00000143549,8.571510831704293,8.649000511763335,235.9560279938668,6.453636516113691e-70,3.1636648150063046e-67,139.08487979426752,(Intercept),up
ENSG00000135821,10.613420564947159,10.571743899395367,233.29091453399576,1.0635107971302278e-69,4.669835284627093e-67,138.8021175371967,(Intercept),up
ENSG00000135926,9.493787138506184,9.408178597428256,233.1667677082288,1.0886983032789377e-69,4.669835284627093e-67,138.78879709400675,(Intercept),up
ENSG00000103187,9.457060505393319,9.50692087069065,231.19605804751868,1.5812661892459288e-69,6.383664621644005e-67,138.57554589386513,(Intercept),up
ENSG00000183283,8.68986709404559,8.764840265122166,226.9087902114084,3.601345273729894e-69,1.3145930182948627e-66,138.09965014985954,(Intercept),up
ENSG00000172936,9.5762274556891,9.490102056437578,226.68996918610475,3.757420684787437e-69,1.3145930182948627e-66,138.07491089996037,(Intercept),up
ENSG00000113013,8.106547596019114,8.125079740155488,226.59007083420212,3.8309573606144915e-69,1.3145930182948627e-66,138.06360194247515,(Intercept),up
ENSG00000132824,8.560715024252046,8.516619456561148,223.91758449694265,6.454739599183115e-69,2.1094703747235103e-66,137.75759650995823,(Intercept),up
ENSG00000049245,8.119104884330751,8.029354103110316,223.6562381790694,6.794855155547032e-69,2.119685951478149e-66,137.72730919128745,(Intercept),up
ENSG00000121064,8.878556031195652,8.753817294705796,222.1681978483862,9.112909742248467e-69,2.7192130243935316e-66,137.55361087382227,(Intercept),up
ENSG00000166888,8.78130628973252,8.682882841626869,220.5444984779784,1.2581476563670068e-68,3.5977780690194863e-66,137.36162265024723,(Intercept),up
ENSG00000124831,9.199575772153084,9.16459456329305,219.97348296876402,1.4100587674824774e-68,3.8708933284928965e-66,137.29348845834582,(Intercept),up
ENSG00000139641,9.347942085348297,9.402391888124706,215.62938302155484,3.3893310956187244e-68,8.946530503550502e-66,136.76439782391247,(Intercept),up
ENSG00000152518,8.737288940496217,8.831760433674425,215.2774762611476,3.6416873622274813e-68,9.256629765543409e-66,136.72068995982738,(Intercept),up
ENSG00000186517,9.160113086851705,9.11831107434347,213.53436449704344,5.206486018960758e-68,1.2761469124331314e-65,136.5022752310778,(Intercept),up
ENSG00000110876,9.531314018476325,9.489318649084318,212.8629018711687,5.9797507486004084e-68,1.4123728466685328e-65,136.4172813152556,(Intercept),up
ENSG00000101474,8.598420095021483,8.510799025715356,212.7082991995177,6.17385770072213e-68,1.4123728466685328e-65,136.39764342283115,(Intercept),up
ENSG00000153071,8.964511758844235,8.89066876368983,212.2514426268393,6.7859758038859015e-68,1.5023274820022239e-65,136.3394627743398,(Intercept),up
ENSG00000146376,8.42214572283599,8.403912244541091,209.94035046329927,1.0981483304596345e-67,2.3551849974826474e-65,136.04167561435983,(Intercept),up
ENSG00000109861,10.380740210200006,10.333874592586731,209.56758779483286,1.1873917721500118e-67,2.469415070383494e-65,135.9930959373485,(Intercept),up
ENSG00000117676,8.839886175782318,8.880979128507388,208.89676736998118,1.3671357572620353e-67,2.7596037359086316e-65,135.9052837920661,(Intercept),up
ENSG00000132463,7.21178043406702,7.156271886103358,208.5641167365301,1.4663627506102124e-67,2.8753278735536824e-65,135.86155275524982,(Intercept),up
ENSG00000171298,9.994455194698574,9.782055434822933,207.38494679856117,1.881479628690698e-67,3.586831858806739e-65,135.70553409072244,(Intercept),up
ENSG00000136240,7.668697947190643,7.7293744445873225,206.61930175738377,2.2137157749114578e-67,4.075480004216771e-65,135.60338587054332,(Intercept),up
ENSG00000131446,9.491574286260992,9.496053376220628,206.443561004094,2.29809969104235e-67,4.075480004216771e-65,135.5798450035554,(Intercept),up
