geneName,logFC,AveExpr,t,P.Value,adj.P.Val,B,group,FC.group
ENSG00000248483,-0.04390617347752329,-1.367970281076299,-0.14214020794286097,0.8876164799143941,0.9379146131152593,-6.637572940341146,visit,down
ENSG00000127561,0.06387818139751893,-0.261858336748613,0.14211174048242955,0.8876388332821606,0.9379146131152593,-6.637577007917573,visit,up
ENSG00000143702,-0.012741830464143301,5.947832342592021,-0.14191851440952732,0.8877905617092209,0.9380058475681604,-6.637604595534819,visit,down
ENSG00000161642,-0.019073244471604005,6.161058032839428,-0.14175709199237532,0.8879173199628236,0.9380549992462336,-6.637627613673519,visit,down
ENSG00000114480,-0.02055614449389668,5.305533379664707,-0.14166892535775888,0.8879865547751865,0.9380549992462336,-6.637640174803121,visit,down
ENSG00000128242,0.03372197418187159,-1.4732437073121611,0.141581130141707,0.8880554988012597,0.9380549992462336,-6.637652675258188,visit,up
ENSG00000189013,0.052789401650510034,-0.5355091874507256,0.1415140244920345,0.8881081962685067,0.9380549992462336,-6.637662224671897,visit,up
ENSG00000121067,-0.009054513451863306,7.266962743940944,-0.14143839198310115,0.8881675904153319,0.9380549992462336,-6.637672982071553,visit,down
ENSG00000108375,-0.058190851629071616,-0.04844970681401508,-0.14130782801185512,0.8882701237223,0.9380549992462336,-6.637691538989174,visit,down
ENSG00000141040,0.02731701438892914,3.4250294527531735,0.14127640927379823,0.8882947974878072,0.9380549992462336,-6.637696001944919,visit,up
ENSG00000197467,-0.052159637515177756,-1.1494625826024665,-0.14062714602180168,0.8888047019738414,0.9385243820489274,-6.637788006270399,visit,down
ENSG00000196975,-0.011777464328892479,7.697473170382371,-0.1401736233218736,0.8891609081776095,0.9388314115489798,-6.637852021859291,visit,down
ENSG00000108826,0.015067620675329872,6.4587978421679235,0.13983923997599804,0.8894235546733436,0.9390396169667197,-6.637899088385836,visit,up
ENSG00000112851,-0.015541970736986252,6.3796691788792534,-0.1396279687371277,0.8895895073619817,0.9391457114294643,-6.637928768223916,visit,down
ENSG00000164823,0.01703399263110857,5.959270269454541,0.139054907076647,0.8900396701128952,0.9395518107019568,-6.638009047421426,visit,up
ENSG00000216937,0.04212476217578531,1.9172478410359055,0.13890618979342978,0.8901564994591693,0.9396059996498596,-6.638029827053352,visit,up
ENSG00000129933,0.011888197139276203,6.530254158126357,0.13872475821271435,0.8902990318488904,0.9396873095132563,-6.638055147631037,visit,up
ENSG00000141576,0.05281782420530371,2.799372551149096,0.13824451034116425,0.8906763315765267,0.940004670847797,-6.638122011391732,visit,up
