module,module.char,lib45897,lib45898,lib45899,lib45900,lib45901,lib45902,lib45903,lib45904,lib45905,lib45906,lib45911,lib45912,lib45913,lib45914,lib45915,lib45916,lib45917,lib45918,lib45919,lib45920,lib45921,lib45922,lib45923,lib45924,lib45925,lib45926,lib45927,lib45928,lib45929,lib45930,lib45931,lib45932,lib45935,lib45936,lib45937,lib45938,lib48615,lib48616,lib48617,lib45910,lib45933,lib45934,lib45939,lib45940
module_P337_BAL_NEUT.pct_00,00,3.2819365658781097,3.3833532732231366,3.282088428438511,3.6109212390594565,2.912974989315707,3.526302367476362,3.160709772796785,3.3445986778568595,3.0847277787549494,3.6534560091153683,3.2992053591443944,3.2198196881487844,3.16364445722471,3.37737559207507,3.3905239602610058,3.5053811153395404,3.5751027641155444,5.019638184388244,2.7485686902449897,3.6504336370396824,3.065567344771868,3.27802016437633,3.2730730996460027,3.3322063665747406,2.6751241780477986,3.06741395765755,3.4206861681419753,3.965801164868772,3.3524096633855383,3.0445899748452665,3.159936382877184,3.323874210691248,3.141837185542421,3.5469307741484943,3.1740893760142135,3.037183789415117,3.1475253546940953,3.471723549481896,2.9131754037811217,3.5000274496784627,3.380012579958293,2.5435385909739754,3.6353218273222736,3.6092131362137594
module_P337_BAL_NEUT.pct_01,01,3.0412792773721207,3.8179900071181345,3.4660205637344883,4.629562336598099,3.3172759273699057,3.9029021117411964,3.185641298771449,3.13157073212191,3.1188326850821495,4.308358013133028,3.27021722911189,4.880157815591687,2.95562024470347,3.2956537961556607,3.044153075662711,4.531449882893135,2.9616289556725954,5.5682027892524655,2.621629848176616,4.003760315343843,2.624319949024597,4.176021406921599,3.335842586341346,3.70494289567096,2.959189708012185,5.030932912031778,3.2720923726454902,5.5848089867143305,3.242425624822929,4.789537792668635,3.0421291180161476,3.5822147528728157,3.3224156102245987,3.8025482887035444,3.060506769164603,4.06931749851477,3.0497311206771216,4.8995157184298215,2.871323554951891,3.640403406008039,3.479717401365218,5.04089682871225,3.144463293018323,4.548269476906669
